"Country","State","City","Population","Lat","Lon"
"Botswana","Ngamiland","Tsanekona",475,-19.9833,23.4167
"Botswana","Tutume","Foley",474,-21.68,27.32
"Botswana","Tutume","Mmanxotae",474,-20.1169,26.3892
"Botswana","Ngamiland","Samodupi",473,-19.9833,23.4167
"Botswana","NorthEast","Matenge",469,-20.8531,27.2629
"Botswana","Mahalapye","Moralane",465,-22.0748,27.6428
"Botswana","SerowePalapye","Masama",464,-22.47,26.82
"Botswana","KgalagadiSouth","Khisa",464,-25.6619,22.8208
"Botswana","Ngwaketse","Bethel",461,-25.0405,25.2363
"Botswana","Kweneng","Kweneng",460,-23.8986,25.9564
"Botswana","Tutume","MathangwaneLands",460,-21.,27.3333
"Botswana","Kweneng","Mamhiko",450,-24.4066,25.4951
"Botswana","SerowePalapye","Majwanaadipitse",449,-22.1139,26.8833
"Botswana","Ghanzi","EastHanahai",448,-22.1575,21.8894
"Botswana","Chobe","Lesoma",447,-17.9058,25.2375
"Botswana","NorthEast","Mowana",445,-22.1833,27.9667
"Botswana","SerowePalapye","Diloro",443,-22.3511,27.5376
"Botswana","Ghanzi","Qabo",443,-21.06,21.7286
"Botswana","Mahalapye","Ngwapa",442,-23.0059,27.7486
"Botswana","Kgatleng","Leshibitse",441,-23.8325,26.4637
"Botswana","Kweneng","Tsetseng",438,-23.5236,23.0419
"Botswana","SerowePalapye","Lechana",437,-22.1793,27.2503
"Botswana","Okavango","Matswee",437,-18.7231,22.7386
"Botswana","NorthEast","Rakops",437,-21.0298,24.4025
"Botswana","Kweneng","Suping",436,-24.4066,25.4951
"Botswana","Okavango","Tubu",435,-19.3565,22.2777
"Botswana","Okavango","Xhauga",432,-18.4469,21.8943
"Botswana","Ngamiland","KhwaiCamp",431,-19.7644,23.6735
"Botswana","Okavango","Kajaja",427,-18.6608,22.0787
"Botswana","Ghanzi","Bere",426,-22.8211,21.875
"Botswana","KgalagadiSouth","Maleshe",426,-25.8747,22.3475
"Botswana","Kweneng","Mosokotswe",424,-24.4066,25.4951
"Botswana","Bobonong","Phokoje",422,-21.95,27.6167
"Botswana","Mahalapye","Taupye",420,-23.37,27.03
"Botswana","SerowePalapye","Mosweu",418,-22.6546,27.647
"Botswana","Ngamiland","Chanoga",416,-20.1555,23.6574
"Botswana","KgalagadiNorth","Make",413,-23.6911,21.7825
"Botswana","Kgatleng","Mmamashia",412,-24.45,26.0167
"Botswana","Ngamiland","Phuduhudu",412,-20.1953,24.5364
"Botswana","Ngamiland","Xhobe",410,-19.9833,23.4167
"Botswana","Ngwaketse","Logagane",409,-25.6112,25.3997
"Botswana","Ngwaketse","Papatlo",409,-25.6467,25.503
"Botswana","Ngamiland","Sankuyo",406,-19.4286,23.8744
"Botswana","NorthEast","Gungwe",403,-20.4899,27.3811
