"Country","State","City","Population","Lat","Lon"
"UnitedKingdom","Nottinghamshire","Arnold",37873,53.,-1.1333333
"UnitedKingdom","TyneAndWear","HoughtonLeSpring",37840,54.85,-1.4666667
"UnitedKingdom","Wakefield","Castleford",37713,53.7258652561076,-1.36256217956543
"UnitedKingdom","Worcestershire","GreatMalvern",37663,52.1166667,-2.3166667
"UnitedKingdom","Lancashire","Leyland",37614,53.6833333,-2.7
"UnitedKingdom","Manchester","Eccles",37275,53.4833333,-2.3333333
"UnitedKingdom","RedcarAndCleveland","Redcar",37203,54.6075,-1.0594444
"UnitedKingdom","Oxfordshire","Abingdon",37192,51.6666667,-1.2833333
"UnitedKingdom","Surrey","Farnham",36971,51.2,-0.8
"UnitedKingdom","Wiltshire","Trowbridge",36922,51.3188889,-2.2086111
"UnitedKingdom","Durham","ChesterLeStreet",36917,54.85,-1.5666667
"UnitedKingdom","Kent","Tonbridge",36894,51.1833333,0.2833333
"UnitedKingdom","Wiltshire","Chippenham",36890,51.46,-2.1247222
"UnitedKingdom","Kent","HerneBay",36642,51.37,1.13
"UnitedKingdom","Cheshire","Wilmslow",36617,53.3333333,-2.2333333
"UnitedKingdom","SouthGloucestershire","Mangotsfield",36427,51.4930556,-2.5086111
"UnitedKingdom","Northumberland","Blyth",36355,55.1205556,-1.5141667
"UnitedKingdom","SouthGloucestershire","ChippingSodbury",36108,51.5333333,-2.3833333
"UnitedKingdom","Manchester","Walkden",35937,53.5239314602146,-2.3990535736084
"UnitedKingdom","Manchester","Tyldesley",35932,53.5166667,-2.4666667
"UnitedKingdom","Oxfordshire","Bicester",35902,51.9,-1.15
"UnitedKingdom","Lincolnshire","Boston",35859,52.9833333,-0.0166667
"UnitedKingdom","NorthLanarkshire","Airdrie",35850,55.85,-3.9833333
"UnitedKingdom","Lincolnshire","Grantham",35720,52.9,-0.6333333
"UnitedKingdom","StocktonOnTees","Billingham",35708,54.6,-1.3
"UnitedKingdom","Torfaen","PontYPwl",35686,51.7011111,-3.0444444
"UnitedKingdom","Manchester","Radcliffe",35638,53.55,-2.3333333
"UnitedKingdom","NeathPortTalbot","PortTalbot",37276,51.596244,-3.780901
"UnitedKingdom","Hertfordshire","BishopsStortford",38202,51.87126,0.158802
"UnitedKingdom","Lancashire","Accrington",35318,53.7666667,-2.35
"UnitedKingdom","NeathPortTalbot","BritonFerry",35179,51.6333333,-3.8166667
"UnitedKingdom","Hertfordshire","Hoddesdon",35174,51.75,0.
"UnitedKingdom","EastRidingOfYorkshire","Bridlington",35057,54.086885174501,-0.193376541137695
"UnitedKingdom","SouthYorkshire","Bentley",34821,53.5333333,-1.15
"UnitedKingdom","Norfolk","KingsLynn",34564,52.7543,0.3976
"UnitedKingdom","Essex","Billericay",27998,51.6166667,0.4166667
"UnitedKingdom","TyneAndWear","Felling",34355,54.955,-1.56
"UnitedKingdom","Hampshire","Fleet",34218,51.2833333,-0.8333333
"UnitedKingdom","Hertfordshire","Letchworth",33249,51.9666667,-0.2166667
"UnitedKingdom","Lancashire","Chorley",38420,53.65,-2.6166667
"UnitedKingdom","Hertfordshire","Hitchin",34266,51.95,-0.2666667
"UnitedKingdom","Leicester","WigstonMagna",33720,52.5833333,-1.1
"UnitedKingdom","Bedfordshire","LeightonBuzzard",33467,51.9166667,-0.65
"UnitedKingdom","Medway","Strood",33381,51.3833333,0.5
"UnitedKingdom","Leicestershire","Coalville",33288,52.7166667,-1.3666667
"UnitedKingdom","Derbyshire","Glossop",33243,53.4166667,-1.9
